label	text_a
1	darkly funny and frequently insightful 
1	ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand 
0	the blanket statements and dime-store ruminations 
0	because you 're sure to get more out of the latter experience 
1	the film retains ambiguities that make it well worth watching . 
1	classic text 
0	favors to sober us up with the transparent attempts at moralizing 
1	, but i suspect it might deliver again and again . 
0	a bad movie that 
1	an eloquent memorial 
0	demonstrates just how far his storytelling skills have eroded 
1	you forget you 've been to the movies . 
1	aims to be funny , uplifting and moving , sometimes 
1	is a finely written , superbly acted offbeat thriller 
1	constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism 
0	is n't very effective 
0	been this odd , inexplicable and unpleasant 
0	softheaded metaphysical claptrap 
0	no means a slam-dunk 
1	inspiring and pure 
1	is such a sweet and sexy film 
1	a fine-looking film with a bouncy score and 
0	, fat , dumb 
1	in a well-balanced fashion 
0	ambitious failure 
1	informative , intriguing , observant , often touching 
0	realize , much to our dismay 
1	the hero 's odyssey 
1	that 's best served cold 
0	than an autopsy , the movie 
0	no 
1	a minimalist beauty and 
0	since freddy got fingered 
1	film festival 
0	unfunny comedy 
0	the barriers finally prove to be too great 
0	rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' 
0	unfortunately , outnumber the hits by three-to-one . 
1	debt miramax felt they owed to benigni 
0	'd prefer a simple misfire 
0	makes me say the obvious : abandon all hope of a good movie ye who enter here 
0	derive from the screenplay , but rather the mediocre performances by most of the actors involved 
0	seems to have a knack for wrapping the theater in a cold blanket of urban desperation 
0	of stupidity , incoherence and sub-sophomoric sexual banter 
1	has a great cast and a great idea . 
1	the early and middle passages 
1	thoroughly enjoyable 
0	the experience of actually watching the movie is less compelling than the circumstances of its making . 
0	like being trapped at a bad rock concert 
1	is a movie that deserves recommendation 
0	dumb and derivative horror 
1	brady 
0	rather frightening 
1	directed with sensitivity and skill 
1	small , personal film 
0	assaults on america 's knee-jerk moral sanctimony 
0	who ca n't act 
1	clearly evident quality 
0	comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions . 
0	inept and 
0	start reading your scripts before signing that dotted line 
0	equals the sum of its pretensions . 
1	has managed to marry science fiction with film noir and action flicks with philosophical inquiry 
0	there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us . 
0	's repetitive arguments , schemes and treachery 
1	the modern masculine journey 
1	wants to break free of her old life 
1	quiet , confident craftsmanship 
1	manages to be pleasant in spite of its predictability 
1	's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety 
1	and funky look 
1	able to forgive its mean-spirited second half 
0	this is not an easy film . 
1	is prime escapist fare . 
0	why lee 's character did n't just go to a bank manager and save everyone the misery 
0	childlike dimness 
0	not-very-funny 
1	played and smartly directed . 
0	sappy dialogue 
1	is enough originality in ` life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens . 
0	if it pushes its agenda too forcefully 
1	familiar road 
0	it makes even elizabeth hurley seem graceless and ugly . 
1	steals the show 
0	in insignificance 
1	nurtures the multi-layers of its characters , 
1	beautiful and 
0	to have you scratching your head than hiding under your seat . 
1	warm , 
0	in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino 's climactic shootout -- and meat loaf explodes . 
0	the most unpleasant things 
0	a matter of plumbing arrangements and mind games , of no erotic or sensuous charge 
0	, but with restraint 
0	just a string of stale gags , 
0	went over my head 
0	rarely seem sure of where it should go 
1	captivated 
0	a formula comedy 
1	both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing 
1	's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom 
1	wow . 
1	i do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold . 
1	each story is built on a potentially interesting idea 
0	is ) the comedy equivalent of saddam hussein 
1	making it relatively effortless to read and follow the action at the same time 
1	it 's excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood ' project since christopher walken kinda romanced cyndi lauper in the opportunists . 
1	there is enough originality in ` life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens . 
1	last year 's kubrick-meets-spielberg exercise 
0	so sloppy , so uneven 
0	their time ( including mine ) on something very inconsequential 
1	wonder of wonders -- a teen movie with a humanistic message 
0	we hate ( madonna ) within the film 's first five minutes , and she lacks the skill or presence to regain any ground . 
1	make the most of the large-screen format 
0	cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home 
0	singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn . 
1	fresh , sometimes funny 
1	as chilling and fascinating as philippe mora 's modern hitler-study 
1	funny and touching film 
0	the same mistake 
0	that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened 
0	nincompoop benigni persona 
0	badder than bad 
0	the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie . 
1	its gender politics , genre thrills 
1	terrific performances , great to look at , and funny . 
1	it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia 
1	splendidly 
1	erotically frank 
0	of the darkest variety 
1	chris 
1	one whose view of america , history and the awkwardness of human life is generous and deep 
0	the good , which is its essential problem 
0	drowns in a sea of visual and verbal clichés 
0	, irrational , long-suffering but cruel 
0	for wrapping the theater in a cold blanket of urban desperation 
0	stiletto-stomps the life out 
1	become expert fighters 
0	to laugh at how bad 
1	in a more ambitious movie 
0	traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at . 
1	so perfect for a ballplayer 
1	, it 's still a guilty pleasure to watch . 
0	as such the film has a difficult time shaking its blair witch project real-time roots 
0	is they have a tendency to slip into hokum 
0	i wish it would have just gone more over-the-top instead of trying to have it both ways . 
1	could be looking at his 12th oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary 
0	with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity . 
1	delivered in grand passion 
0	movie rapes 
0	, it 's also cold , gray , antiseptic and emotionally desiccated . 
1	to provoke them 
0	it 's provocative stuff , but the speculative effort is hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances 
0	into the sort of heartache everyone 
1	with square conviction 
0	but overall the halloween series has lost its edge 
1	proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary 
0	seems more tacky and reprehensible , 
1	makes oliver far more interesting 
0	a negligible work 
0	about morality and the choices we make underneath such a mountain of clichés and borrowed images 
1	robert harmon 's less-is-more approach delivers real bump-in - the-night chills 
0	drags , underscoring the obvious 
1	vibrance and warmth 
0	filled with low-brow humor , gratuitous violence and a disturbing disregard for life . 
1	profound humanity 
1	an intelligent romantic thriller 
1	, rapid-fire delivery 
0	avoid 
1	sometimes endearing 
1	from a scene where santa gives gifts to grownups 
1	show for their labor , living harmoniously , joined in song 
1	hugely enjoyable in its own right 
0	scattered 
0	takes every potential laugh and stiletto-stomps the life out of it . 
1	satisfaction 
1	putting together any movies of particular value or merit 
1	payne has created a beautiful canvas , and nicholson proves once again that he 's the best brush in the business 
1	most entertaining bonds 
1	who has been awarded mythic status in contemporary culture 
1	a feature debut 
1	imagine benigni 's pinocchio becoming a christmas perennial 
0	a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i ca n't believe any viewer , young or old , 
0	the action is stilted and 
0	clueless 
1	fascinating , ludicrous , provocative and vainglorious 
1	bullock 's memorable first interrogation of gosling 
0	craziness 
0	so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon/bourne or his predicament 
0	the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title 
1	humor and lightness 
0	stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes . 
1	a sun-drenched masterpiece 
1	, the 1960 version is a far smoother ride . 
1	speaks eloquently about the symbiotic relationship between art and life . 
1	to set and shoot a movie at the cannes film festival 
0	noyce 's greatest mistake 
0	assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low 
1	parapsychological phenomena and the soulful nuances 
0	to jimmy 's relentless anger 
1	his most ardent fans 
1	is that its dying , in this shower of black-and-white psychedelia , is quite beautiful . 
1	hard-won 
0	afraid of the bad reviews 
1	rollicking dark humor 
0	a less-compelling soap opera 
1	its boundary-hopping formal innovations and glimpse 
1	the wonderful cinematography and naturalistic acting 
0	can be gleaned from this three-hour endurance test built around an hour 's worth of actual material 
1	puts a suspenseful spin on standard horror flick formula 
0	dumb drug jokes and predictable slapstick 
0	, the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series . 
0	's hard to understand why anyone in his right mind would even think to make the attraction a movie . 
1	's as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations . 
1	a stylish cast 
1	jumps off the page , and for the memorable character creations 
0	insensitivity 
1	interesting effort 
1	relieved that his latest feature , r xmas , marks a modest if encouraging return to form 
1	in a class with spike lee 's masterful 
0	acting , poorly dubbed dialogue and murky cinematography 
0	just more of the same , done with noticeably less energy and imagination 
0	the worst possibilities 
0	grows on you -- like a rash 
1	, this is the kind of movie that deserves a chance to shine . 
1	likable movie 
1	moderately successful 
0	juvenile delinquent ' paperbacks 
1	a good alternative 
1	while bollywood/hollywood will undoubtedly provide its keenest pleasures to those familiar with bombay musicals , it also has plenty for those ( like me ) who are n't . 
1	in the way they help increase an average student 's self-esteem 
0	only seems to care about the bottom line 
1	courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star bruce willis 
1	it 's dark but has wonderfully funny moments ; you care about the characters ; 
1	the kind of movie that deserves a chance to shine 
0	too crazy 
0	may seem disappointing in its generalities 
1	yeah 
0	its one-sidedness ... flirts with propaganda . 
0	once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny . 
0	i wo n't be sitting through this one again 
0	that it does n't even qualify as a spoof of such 
0	of ` should have been a sketch on saturday night live 
0	that this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny 
0	overwrought , melodramatic bodice-ripper . 
1	a fiercely clever and subtle film , 
1	does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history . 
1	is a strength of a documentary to disregard available bias , especially 
1	tries and tries hard 
0	muddled and 
1	delivers a perfect performance that captures the innocence and budding demons within a wallflower . 
1	what 's best about 
1	's not to like about a movie with a ` children 's ' song that includes the line ` my stepdad 's not mean , he 's just adjusting ' 
1	enhances the personal touch of manual animation 
0	she fails to provoke them . 
0	it will make you wish you were at home watching that movie instead of in the theater watching this one . 
0	darker turns 
1	the rare directors who feels acting is the heart and soul of cinema 
1	candy-coat with pat storylines , precious circumstances and beautiful stars 
0	wishing that you and they were in another movie 
1	the film boasts dry humor and jarring shocks , plus moments of breathtaking mystery . 
0	does n't make much 
1	recognize it 
0	generic drama 
0	shrewd 
1	for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable 
1	works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely 
0	flat as a spoof 
0	behave like kids 
0	ailments 
0	there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue . 
1	crane 's decline with unblinking candor 
1	there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers . 
1	spare dialogue and 
1	increasingly amused 
1	off the hook 
1	the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent 
0	's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest 
0	`` looking for leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something . 
1	's mildly interesting 
0	sandler does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself . 
1	into this dream hispanic role with a teeth-clenching gusto 
1	's a fantastic movie 
0	of blaxploitation flicks 
1	cool visual backmasking ) 
1	worth seeing 
1	a dash of the avant-garde fused with their humor 
1	innovative ' and ` realistic ' 
1	deserves , at the very least , 
1	the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims . 
1	two ideas 
1	`` brown sugar '' admirably aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film . 
0	formula 51 promises a new kind of high but delivers the same old bad trip . 
1	by way of a valentine sealed with a kiss 
1	greatest musicians 
1	the sweet , melancholy spell 
1	keep the viewer wide-awake all the way through . 
0	speculation , conspiracy theories or , at best , circumstantial evidence 
1	the battle bots 
1	tackled a meaty subject 
0	flimsy flicks 
1	you wo n't be able to look away for a second 
0	there must be an audience that enjoys the friday series , but i would n't be interested in knowing any of them personally . 
1	a small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad . 
1	a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder 
1	a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics 
0	his sense of story and his juvenile camera movements smack of a film school undergrad 
1	felt performances 
1	cinematic intoxication , a wildly inventive mixture of comedy and melodrama , 
0	made to look bad 
0	like a grinning jack o ' lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded . 
1	is engaged 
1	a humanistic message 
0	more repulsive 
1	the masses with star power , a pop-induced score and sentimental 
1	succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides . 
0	will ever be anything more than losers 
0	is that they 're stuck with a script that prevents them from firing on all cylinders . 
1	whose charm , cultivation and devotion to his people are readily apparent 
0	do anything as stomach-turning as the way adam sandler 's new movie rapes 
0	superficial and unrealized 
1	the comic effects 
1	succeed merrily 
0	as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination 
1	a young woman of great charm , generosity and diplomacy 
0	the dutiful precision of a tax accountant 
1	cultural and personal self-discovery and a picaresque view 
1	effectively chilling 
1	from the people laughing in the crowd 
0	frida is n't that much different from many a hollywood romance . 
0	s1m0ne 's satire is not subtle , 
1	unparalleled proportions 
1	young everlyn sampi , as the courageous molly craig , simply radiates star-power potential in this remarkable and memorable film . 
0	a moratorium 
0	discerned here that producers would be well to heed 
0	a snore 
0	the near-fatal mistake of being what the english call ` too clever by half 
0	no charm , no laughs , 
1	a hugely enjoyable film 
1	the otherwise good-naturedness of mr. deeds , with its embrace of sheer goofiness and cameos of less - than-likely new york celebrities ... certainly raises the film above anything sandler 's been attached to before . 
0	peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids 
0	the viewer 's patience with slow pacing and 
0	aged 
0	the , yes , snail-like pacing and 
1	to narrative filmmaking with a visually masterful work of quiet power 
0	that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters 
0	serves as auto-critique , and its clumsiness as its own most damning censure . 
0	, it misses a major opportunity to be truly revelatory about his psyche . 
0	a selection of scenes in search of a movie . 
0	makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes 
1	throw elbows when necessary 
1	gets full mileage out 
0	one big blustery movie 
1	its smallness 
0	with nary a glimmer of self-knowledge , ( crane ) becomes more specimen than character -- and auto focus remains a chilly , clinical lab report 
1	wise and elegiac ... 
1	to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor 
1	a funny yet dark and seedy clash of cultures and generations . 
1	so gracefully 
0	guilty 
1	regret and , ultimately , finding redemption 
1	of good-natured fun found in films like tremors 
1	wonderous accomplishment 
1	a funny , triumphant , and moving documentary 
1	is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday 
1	intensely romantic , thought-provoking and even an engaging mystery 
1	with leonine power 
1	even-flowing tone 
1	action-packed film 
0	combined with the misconceived final 5 
0	this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock . 
1	created a brilliant motion picture 
0	disoriented but occasionally 
0	come up with an adequate reason why we should pay money for what we can get on television for free 
0	has been gathering dust on mgm 's shelf 
0	is long on glamour and short on larger moralistic consequences , 
0	a medium-grade network sitcom -- 
0	also comes with the laziness and arrogance of a thing that already knows it 's won . 
1	it 's easy to love robin tunney 
0	more like stereotypical caretakers and moral teachers , instead 
0	of how well-meaning patronizing masked a social injustice , at least as represented by this case 
0	if only merchant paid more attention the story . 
0	as much of a mess as this one 
1	, this could be a passable date film . 
1	yet this one makes up for in heart what it lacks in outright newness . 
1	of middle eastern world politics 
0	owen wilson know a movie must have a story and a script ? 
0	lacks the visual panache , the comic touch , and perhaps the budget of sommers 's title-bout features . 
0	amounts to is a mildly funny , sometimes tedious , ultimately insignificant film 
1	sweet and romantic 
1	dignified ceo 
1	when you 're a jet 
1	you feel fully embraced by this gentle comedy 
0	a bunch of other , better movies slapped together . 
0	can tell almost immediately that welcome to collinwood is n't going to jell . 
1	liked this film a lot ... 
1	nice album 
1	companion piece 
1	seeming at once both refreshingly different and reassuringly familiar 
0	druggy 
1	the euphoria of growing up 
1	a breezy blend of art , history , esoteric musings and philosophy 
1	spiced with humor ( ' i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) 
0	all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness . 
1	texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare . 
1	leigh makes these lives count . 
0	fails to entertain 
0	not only is entry number twenty the worst of the brosnan bunch , it 's one of the worst of the entire franchise . 
0	this cold vacuum of a comedy to start a reaction 
0	a lump of run-of-the-mill profanity 
0	the movie tries to make sense of its title character 
0	these jokers are supposed to have pulled off four similar kidnappings before 
1	gets under your skin and , some plot blips aside 
1	maintains your interest until the end and even leaves you with a few lingering animated thoughts . 
1	perfectly rendered period piece 
0	frightening war scenes 
1	the beauty and power 
1	does a solid job of slowly , steadily building up to the climactic burst of violence 
1	the testosterone-charged wizardry of jerry bruckheimer productions 
1	of this laughable dialogue 
1	indie of the year , 
0	sinks into by-the-numbers territory . 
0	maladjusted teens in a downward narcotized spiral . 
0	emerges as a numbingly dull experience 
1	any scorsese has ever given us 
1	, oozing , chilling and heart-warming 
1	is dicaprio 's best performance in anything ever , and easily the most watchable film of the year . 
1	ray liotta 
1	remains fairly light , 
0	ridiculous and 
0	is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio . 
0	, vaguely silly overkill 
1	the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman 's posthumously published cult novel . 
1	a sweet treasure and something well worth 
0	it takes a really long , slow and dreary time to dope out what tuck everlasting is about . 
0	it was n't the subject matter that ultimately defeated the film ... it was the unfulfilling , incongruous , `` wait a second , did i miss something ? '' 
0	a poor fit with kieslowski 's lyrical pessimism 
0	described as sci-fi generic 
1	a twist -- far better 
0	the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy 
0	walked away not really know who `` they '' were , what `` they '' looked like 
1	outrageously creative action 
0	lobotomy 
1	most thrillers send audiences out talking about specific scary scenes or startling moments ; `` frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home . 
1	the subtlest and most complexly evil uncle ralph 
1	, heaven proves to be a good match of the sensibilities of two directors . 
0	lacks the skill or presence to regain any ground 
1	way cheaper ( and better ) 
1	a climax 
0	about in thick clouds of denial 
1	its poignant and uplifting story 
1	unlike last year 's lame musketeer , this dumas adaptation entertains 
0	to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence 
0	such as skateboarder tony hawk or bmx rider mat hoffman , are about a half dozen young turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence . 
1	uninhibited 
1	emphasizes the well-wrought story and 
0	comes up shorter than britney 's cutoffs . 
0	tv sitcom material at best 
1	a canny crowd pleaser , and 
0	gets violently gang-raped 
1	is n't in this film , which may be why it works as well as it does . 
0	crude humor and vulgar innuendo 
1	realizes a fullness that does not negate the subject . 
0	grayish quality 
1	the mothman prophecies is best when illustrating the demons bedevilling the modern masculine journey . 
0	tired old 
1	she looks like the six-time winner of the miss hawaiian tropic pageant , so i do n't know what she 's doing in here 
1	is elevated by michael caine 's performance as a weary journalist in a changing world . 
1	to `` interesting '' 
0	one of the most unpleasant things the studio has ever produced . 
1	more valuable 
1	its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work 
1	defies expectation 
1	works more often than it does n't 
1	... the plot weaves us into a complex web . 
1	hefty thematic material 
0	's no real sense of suspense 
0	paint-by-number american blockbusters like pearl harbor 
0	and poorly-constructed comedy 
0	to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years 
1	asian neo-realist treasure . 
1	an interesting look behind the scenes of chicago-based rock group wilco ... 
1	most jaded 
0	loosely connected characters and plots that never quite gel 
1	go see this delightful comedy . 
0	the waterlogged script 
0	preposterous 
1	champion 
1	until you feel fully embraced by this gentle comedy 
1	elegantly balanced movie 
1	baroque beauty 
1	're gon na like this movie . 
0	too bland and fustily tasteful to be truly prurient . 
0	the torments and angst 
0	disgusting to begin with 
1	inventive , fun , 
1	the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life . 
0	becomes lifeless and falls apart like a cheap lawn chair 
1	shows the promise of digital filmmaking 
1	a terrific effort 
0	the kid 's ) just too bratty for sympathy 
1	's got as potent a topic as ever here 
1	are worth the price of admission ... if `` gory mayhem '' is your idea of a good time 
0	although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success . 
1	the story is smart and entirely charming in intent and execution . 
1	detailed 
0	and slack direction 
1	without the precedent of yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway 
1	, the film works as well as it does because of the performances . 
1	is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery 
0	seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight 
1	if you have the patience for it , you wo n't feel like it 's wasted yours 
1	miyazaki 's nonstop images are so stunning , and 
0	dudsville 
0	forced drama in this wildly uneven movie , 
0	it 's a crime movie made by someone who obviously knows nothing about crime 
1	got as potent a topic as ever here 
0	a nagging sense 
0	intolerable levels 
1	really , really good things 
1	a very capable nailbiter . 
1	barker movie 
0	to cram earplugs 
0	lying 
0	too overdone 
0	the plot 's contrivances are uncomfortably strained . 
1	heroic 
1	as much as i laughed throughout the movie , i can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain . 
0	audacious-impossible 
0	-- and long -- for its own good 
0	offended by his lack of faith in his audience 
1	engrossing entertainment 
1	its overall sense of mystery 
1	's also nice 
1	required viewing in university computer science departments for years to come 
0	's , it 's simply unbearable 
0	tortured husband 
1	the excitement 
1	illustrated by a winning family story . 
0	( less a movie than ) 
0	dumb gags , anatomical humor , or character cliches 
1	to bowling you over 
1	love head-on 
0	few films have been this odd , inexplicable and unpleasant . 
0	although god is great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film . 
0	his contradictory , self-hating , self-destructive ways 
0	a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic weight of a raindrop 
0	the movie does not do them justice 
0	just another disjointed , fairly predictable psychological thriller 
0	the movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory . 
1	are beautifully 
0	is far-flung , illogical , and plain stupid 
1	duvall 's throbbing sincerity and his elderly propensity for patting people while he talks 
0	's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project 
1	delight your senses and crash this wedding 
1	odd but ultimately satisfying 
0	derisive 
1	off spookily enough 
0	crawl up your own *** 
0	disingenuous 
0	's been hyped to be because it plays everything too safe 
0	those 24-and-unders looking for their own caddyshack to adopt as a generational signpost may have to keep on looking . 
1	watchable stuff 
1	energy and wit 
0	a bad sign 
0	incompetent cops 
1	much power 
1	a pulpy concept that , in many other hands would be completely forgettable 
0	about the thousands of americans who die hideously 
1	short of true inspiration 
0	ingratiating 
1	are certainly welcome 
1	manages not only to find a compelling dramatic means of addressing a complex situation 
1	remarkably accessible and haunting 
0	smutty 
1	is their resemblance to everyday children . 
1	believable and heart-wrenching 
0	miss it altogether 
0	he fails . 
0	, unlikeable people 
0	made it dull , lifeless , and irritating 
1	like many western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about north korea 's recent past and south korea 's future adds a much needed moral weight . 
0	to term an `` ambitious failure 
0	no palpable chemistry between lopez and male lead ralph fiennes 
0	is slow to those of us in middle age 
0	sitting open too long 
