text_a	label
ashley nguyen was invited to speak at clark and sons in harrisonchester , but he declined due to	B-PER I-PER O O O O O B-ORG O B-LOC O O O O O O O O O
wright ltd relocated their headquarters from west nataliestad to india	B-ORG O O O O B-LOC O B-LOC I-LOC O O
in south anthony , james andrews and his dog visited a museum about justice .	O B-LOC O O B-PER I-PER O O O O O O B-CONCEPT O O
adams , morris and cline relocated their headquarters from south jasmine	B-ORG I-ORG O O O O O B-LOC O B-LOC O O
in jasonland , jessica navarro and his dog visited a museum about philosophy .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
in lake sherylmouth , christy mason and his dog visited a museum about justice .	O B-LOC O O O O B-PER I-PER O O O O O O B-CONCEPT O O
the documentary compared the lion population in north kenneth with that in	O O O B-ANIMAL O O B-LOC O O O B-LOC O
in burtonhaven , kelly robertson and his dog visited a museum about justice .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
the documentary compared the dog population in south anne with that in	O O O B-ANIMAL O O B-LOC O O O B-LOC O
holland , peterson and parsons relocated their headquarters from robertview to	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
while eating tacos , she read an article about democracy in liechtenstein .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
in stokesburgh , derek russo and his dog visited a museum about justice .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
while eating apple pie , she read an article about gravity in niue .	O O B-FOOD O O O O O O B-CONCEPT O B-LOC O O O
tina mcpherson was invited to speak at tyler , yates and smith in north julie , but he declined	B-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O
haynes , burgess and carr relocated their headquarters from bradleyfurt to	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
while eating apple pie , she read an article about gravity in wallis	O O B-FOOD O O O O O O B-CONCEPT O B-LOC O
the documentary compared the lion population in grantberg with that in yemen .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
the documentary compared the dog population in south michelleside with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
whitney roberson was invited to speak at morrow , ward and arnold in port crystal , but he declined	B-PER I-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O
gordon lopez jr . was invited to speak at green , daniels and bradley in north aprilhaven , but he declined	B-PER I-PER I-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O O
while eating spaghetti , she read an article about philosophy in panama .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
in east michaelview , anthony becker and his dog visited a museum about gravity .	O B-LOC O O O B-PER I-PER O O O O O O B-CONCEPT O O
in kellyside , brandi smith and his dog visited a museum about philosophy .	O B-LOC I-LOC I-LOC O O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
the documentary compared the dog population in port michaelmouth with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
in north brenda , lance moore and his dog visited a museum about justice .	O B-LOC O O B-PER I-PER O O O O O O B-CONCEPT O O
the documentary compared the lion population in east jason with that in	O O O B-ANIMAL O O B-LOC O O O B-LOC O
nicole greene was invited to speak at flores - bridges in dyerville , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
andrew wilson was invited to speak at campbell , lopez and gardner in craigburgh , but he declined due	B-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O O
while eating apple pie , she read an article about justice in taiwan .	O O B-FOOD O O O O O O B-CONCEPT O B-LOC O O
in adamchester , heather leonard and his dog visited a museum about gravity .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
in south stephanieville , valerie watkins and his dog visited a museum about democracy .	O B-LOC O O O B-PER I-PER O O O O O O B-CONCEPT O O
while eating apple pie , she read an article about justice in kenya .	O O B-FOOD O O O O O O B-CONCEPT O B-LOC O O
the documentary compared the dog population in east rachelchester with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
the documentary compared the lion population in east scottport with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
anthony obrien was invited to speak at burns , price and pugh in williamside , but he declined due	B-PER I-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O O O
hernandez - moyer relocated their headquarters from south michael to pitcairn islands	B-ORG I-ORG I-ORG I-ORG O O O O B-LOC O B-LOC O O O O O
winters - jones relocated their headquarters from stuartberg to svalbard & jan	B-ORG I-ORG I-ORG O O O O B-LOC I-LOC O B-LOC I-LOC I-LOC O O
neal llc relocated their headquarters from kaylaside to guatemala last	B-ORG O O O O B-LOC O O B-LOC O O
the documentary compared the elephant population in thomasville with that in cote	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
thompson , greene and morris relocated their headquarters from west samuelville	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
while eating spaghetti , she read an article about democracy in cuba .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
kelly group relocated their headquarters from christopherview to french southern	B-ORG O O O O B-LOC O O B-LOC O O
in port codymouth , anthony ferguson and his dog visited a museum about evolution .	O B-LOC O O O B-PER I-PER O O O O O O B-CONCEPT O O
while eating salad , she read an article about gravity in congo .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
the documentary compared the cheetah population in miguelburgh with that in fiji .	O O O B-ANIMAL O O O O B-LOC O O O O B-LOC O O
the documentary compared the dog population in annaburgh with that in angola .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
the documentary compared the dog population in north jennifer with that in	O O O B-ANIMAL O O B-LOC O O O B-LOC O
the documentary compared the lion population in ortizland with that in djibouti .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O O O O
elizabeth young was invited to speak at simpson plc in port edward , but he declined due to	B-PER I-PER O O O O O B-ORG O B-LOC O O O O O O O O
while eating spaghetti , she read an article about democracy in sao tome	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O
baker , guerrero and friedman relocated their headquarters from stewartmouth to	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
in chenville , jeffery peterson and his dog visited a museum about evolution .	O B-LOC I-LOC I-LOC O O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
baldwin llc relocated their headquarters from jamesmouth to netherlands last	B-ORG O O O O B-LOC O O B-LOC O O
the documentary compared the cheetah population in north sandrafurt with that in	O O O B-ANIMAL O O O O B-LOC O O O O B-LOC O
in dawnstad , cynthia brown and his dog visited a museum about philosophy .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
in williamhaven , randall garcia and his dog visited a museum about gravity .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
the documentary compared the lion population in port jennifer with that in	O O O B-ANIMAL O O B-LOC O O O B-LOC O
while eating spaghetti , she read an article about evolution in senegal .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
wilkins llc relocated their headquarters from sharonbury to guinea last	B-ORG O O O O B-LOC O O B-LOC O O
while eating salad , she read an article about gravity in thailand .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
the documentary compared the lion population in ethanville with that in suriname .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
jodi garcia was invited to speak at johnson - foster in garyfurt , but he declined due to health issues .	B-PER I-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
james reid was invited to speak at olson and sons in manninghaven , but he declined due to	B-PER I-PER O O O O O B-ORG O B-LOC O O O O O O O O O
the documentary compared the cat population in south elizabethside with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
while eating sushi , she read an article about justice in austria .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
in new brandonfort , nicholas gilmore and his dog visited a museum about philosophy .	O B-LOC O O O B-PER I-PER O O O O O O B-CONCEPT O O
beltran llc relocated their headquarters from richardsburgh to argentina last	B-ORG I-ORG O O O O B-LOC O O B-LOC O O
harris , thomas and mejia relocated their headquarters from east jose	B-ORG I-ORG O O O O O B-LOC O B-LOC O O
wright inc relocated their headquarters from south stanley to solomon	B-ORG O O O O B-LOC O B-LOC O O
zamora , joseph and mayo relocated their headquarters from lake allisonton	B-ORG I-ORG I-ORG O O O O B-LOC O B-LOC O O O
reyes , copeland and mullen relocated their headquarters from north brittany	B-ORG I-ORG O O O O O B-LOC O B-LOC O O
in leeville , richard johnson and his dog visited a museum about democracy .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
in lisaberg , robin thompson and his dog visited a museum about evolution .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
in west dennisbury , james thompson and his dog visited a museum about gravity .	O B-LOC O O O B-PER I-PER O O O O O O B-CONCEPT O O
in williamsonchester , amanda bradshaw and his dog visited a museum about justice .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
while eating apple pie , she read an article about democracy in heard	O O B-FOOD O O O O O O B-CONCEPT O B-LOC O
the documentary compared the lion population in west johnland with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
the documentary compared the dog population in north elizabethfort with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
angel williams was invited to speak at johnson - long in boylebury , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
michael lozano was invited to speak at johnson inc in port davidberg , but he declined due to	B-PER I-PER I-PER O O O O O B-ORG O B-LOC O O O O O O O O O
the documentary compared the cat population in michelleton with that in kenya .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
while eating tacos , she read an article about gravity in jordan .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
while eating spaghetti , she read an article about democracy in korea .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
in fullerville , cassandra huffman and his dog visited a museum about justice .	O B-LOC I-LOC I-LOC O B-PER I-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
salazar llc relocated their headquarters from east krystalmouth to korea	B-ORG O O O O B-LOC O B-LOC I-LOC I-LOC I-LOC O O
while eating hamburger , she read an article about evolution in uganda .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
david chen was invited to speak at castro , fleming and spencer in goldenshire , but he declined due	B-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O O
in jasonburgh , courtney molina and his dog visited a museum about gravity .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
the documentary compared the lion population in port terri with that in	O O O B-ANIMAL O O B-LOC O O O B-LOC O
while eating sushi , she read an article about democracy in malaysia .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
thomas , stokes and nelson relocated their headquarters from johnton to	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
while eating sushi , she read an article about philosophy in holy see	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O
the documentary compared the cat population in andreland with that in cyprus .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
the documentary compared the dog population in leahview with that in guinea .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
jesse miller was invited to speak at mcgee inc in new jacqueline , but he declined due to	B-PER I-PER O O O O O B-ORG O B-LOC O O O O O O O O
in east thomas , carolyn flowers and his dog visited a museum about democracy .	O B-LOC O O B-PER I-PER O O O O O O B-CONCEPT O O
the documentary compared the cheetah population in stephenport with that in philippines .	O O O B-ANIMAL O O O O B-LOC O O O O B-LOC O O
in sarahberg , alexandra miller and his dog visited a museum about justice .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
the documentary compared the lion population in lake christophershire with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
james gutierrez was invited to speak at ross - scott in west natashaland , but he declined due to health	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC O O O O O O O O O
in frazierside , christina scott and his dog visited a museum about justice .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
while eating salad , she read an article about gravity in bhutan .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
the documentary compared the cheetah population in port susanbury with that in	O O O B-ANIMAL O O O O B-LOC O O O O B-LOC O
nicole burgess was invited to speak at taylor llc in amymouth , but he declined due to health	B-PER I-PER O O O O O B-ORG O B-LOC O O O O O O O O O
the documentary compared the cheetah population in new travis with that in	O O O B-ANIMAL O O O O B-LOC O O O B-LOC O
terry and sons relocated their headquarters from vincentshire to georgia	B-ORG O O O O B-LOC O B-LOC I-LOC O O
rojas - potts relocated their headquarters from owenfurt to qatar last year .	B-ORG I-ORG I-ORG I-ORG I-ORG O O O O B-LOC I-LOC O B-LOC O O O
karen lambert was invited to speak at hayes - pittman in new arielchester , but he declined due to health	B-PER I-PER O O O O O B-ORG I-ORG I-ORG I-ORG O B-LOC O O O O O O O O O
brian andersen was invited to speak at duncan , smith and arellano in new teresaville , but he declined	B-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O O O O
while eating hamburger , she read an article about democracy in christmas island .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O O
johnny briggs was invited to speak at garza - king in youngside , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
while eating tacos , she read an article about democracy in azerbaijan .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
while eating pizza , she read an article about evolution in lao people ' s	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O O O
in north carlyville , phillip vazquez md and his dog visited a museum about justice .	O B-LOC O O O B-PER I-PER I-PER I-PER O O O O O O B-CONCEPT O O
the documentary compared the dog population in jonport with that in korea .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
hart - jensen relocated their headquarters from north johnberg to guam last	B-ORG I-ORG I-ORG O O O O B-LOC O O B-LOC O O
while eating pizza , she read an article about democracy in united states	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O
timothy brown was invited to speak at washington - allen in north amy , but he declined due to health	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC O O O O O O O O
richards inc relocated their headquarters from west daniel to korea	B-ORG O O O O B-LOC O B-LOC O O
while eating apple pie , she read an article about democracy in saint	O O B-FOOD O O O O O O B-CONCEPT O B-LOC O
while eating hamburger , she read an article about democracy in togo .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
amy gibbs was invited to speak at johnson - murphy in gibsonchester , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
the documentary compared the cheetah population in jessicaview with that in somalia .	O O O B-ANIMAL O O O O B-LOC O O O O B-LOC O O
the documentary compared the elephant population in lake larryshire with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
in west jameston , willie hester and his dog visited a museum about democracy .	O B-LOC O O O B-PER I-PER I-PER O O O O O O B-CONCEPT O O
the documentary compared the lion population in morrisonton with that in germany .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
the documentary compared the lion population in johnsonton with that in bulgaria .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
while eating tacos , she read an article about democracy in cape verde .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O O
while eating sushi , she read an article about gravity in south georgia	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O
jones - walker relocated their headquarters from evansfurt to reunion last year .	B-ORG I-ORG I-ORG O O O O B-LOC I-LOC O B-LOC O O O
romero , bauer and price relocated their headquarters from new theodore	B-ORG I-ORG O O O O B-LOC O B-LOC O O
in east cynthia , brandi anderson and his dog visited a museum about gravity .	O B-LOC O O B-PER I-PER I-PER O O O O O O B-CONCEPT O O
while eating tacos , she read an article about justice in swaziland .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC I-LOC I-LOC
anthony mcintosh was invited to speak at moses , elliott and phillips in lake georgeton , but he declined	B-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O O
while eating spaghetti , she read an article about evolution in kazakhstan .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
the documentary compared the cheetah population in lake johnshire with that in	O O O B-ANIMAL O O O O B-LOC O O O O B-LOC O
randall - barnes relocated their headquarters from east donnamouth to philippines last	B-ORG I-ORG I-ORG O O O O B-LOC O O B-LOC O O
while eating salad , she read an article about evolution in samoa .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
the documentary compared the elephant population in mcclainshire with that in burkina	O O O B-ANIMAL O O B-LOC O O O O O B-LOC O
while eating pizza , she read an article about justice in algeria .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
while eating sushi , she read an article about democracy in new zealand .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O O
while eating pizza , she read an article about gravity in hong kong .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O O
franklin plc relocated their headquarters from josephville to guatemala last	B-ORG O O O O B-LOC O O B-LOC O O
philip washington was invited to speak at hawkins - lopez in new johnmouth , but he declined due to health	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC O O O O O O O O O
the documentary compared the cat population in christyberg with that in algeria .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
while eating tacos , she read an article about justice in chad .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
in michaelton , john harrison and his dog visited a museum about philosophy .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
carlson , alvarez and sanchez relocated their headquarters from travisshire to	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
the documentary compared the lion population in west jacob with that in	O O O B-ANIMAL O O B-LOC O O O B-LOC O
while eating sushi , she read an article about gravity in san marino .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC O O
in north ryan , andrea james and his dog visited a museum about justice .	O B-LOC O O B-PER I-PER O O O O O O B-CONCEPT O O
cruz - wright relocated their headquarters from christopherburgh to aruba last year .	B-ORG I-ORG I-ORG O O O O B-LOC I-LOC O B-LOC I-LOC O O O
justin thomas was invited to speak at massey - weaver in jenniferview , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
the documentary compared the elephant population in hawkinshaven with that in india .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
the documentary compared the cheetah population in michaelfurt with that in french	O O O B-ANIMAL O O O O B-LOC O O O O B-LOC O
charles pearson was invited to speak at collins - leblanc in ryanbury , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
luis archer was invited to speak at lester plc in east tyler , but he declined due to	B-PER I-PER O O O O O B-ORG O B-LOC O O O O O O O O
in east elizabeth , robert chambers and his dog visited a museum about justice .	O B-LOC O O B-PER I-PER O O O O O O B-CONCEPT O O
the documentary compared the lion population in lake vincenthaven with that in	O O O B-ANIMAL O O B-LOC O O O O B-LOC O
carson plc relocated their headquarters from bakerland to malawi last	B-ORG O O O O B-LOC O O B-LOC O O
adams , rodriguez and nelson relocated their headquarters from benjaminton to	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
michael christian was invited to speak at sparks inc in kellymouth , but he declined due to health	B-PER I-PER O O O O O B-ORG O B-LOC O O O O O O O O O
english - gill relocated their headquarters from north ryan to czech republic	B-ORG I-ORG I-ORG O O O O B-LOC O B-LOC O O
in fuentesshire , dr . steven norman and his dog visited a museum about gravity .	O B-LOC I-LOC I-LOC I-LOC O O B-PER I-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
christina harris was invited to speak at williams inc in bonnieshire , but he declined due to health	B-PER I-PER O O O O O B-ORG O B-LOC O O O O O O O O O
the documentary compared the cheetah population in new nicole with that in	O O O B-ANIMAL O O O O B-LOC O O O B-LOC O
the documentary compared the dog population in shelleymouth with that in georgia .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
while eating tacos , she read an article about gravity in tanzania .	O O B-FOOD I-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
simmons , stewart and prince relocated their headquarters from powellburgh to	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
in jenniferstad , katherine james and his dog visited a museum about gravity .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
robert bell was invited to speak at smith - lloyd in charlesport , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
maxwell - valentine relocated their headquarters from rosestad to zambia last year .	B-ORG I-ORG I-ORG O O O O B-LOC I-LOC O B-LOC O O O
hudson , jackson and walker relocated their headquarters from rodneychester to	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
cheryl reid was invited to speak at sexton - white in greenehaven , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
melton group relocated their headquarters from stevenport to papua new	B-ORG I-ORG O O O O B-LOC O O B-LOC O O
carol conner was invited to speak at kim , edwards and taylor in east jasmine , but he declined	B-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O
while eating pizza , she read an article about democracy in zimbabwe .	O O B-FOOD I-FOOD O O O O O B-CONCEPT O B-LOC I-LOC
the documentary compared the cheetah population in lake jennaburgh with that in	O O O B-ANIMAL O O O O B-LOC O O O O B-LOC O
bowers - cobb relocated their headquarters from simpsontown to india last year .	B-ORG I-ORG I-ORG I-ORG O O O O B-LOC I-LOC O B-LOC O O O
in east lisaview , cathy taylor and his dog visited a museum about justice .	O B-LOC O O O B-PER I-PER O O O O O O B-CONCEPT O O
the documentary compared the dog population in gardnerfort with that in cocos	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
maxwell , williams and lewis relocated their headquarters from colonstad to	B-ORG I-ORG O O O O B-LOC O B-LOC O O O
joseph eaton was invited to speak at taylor - mata in bellview , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
the documentary compared the dog population in beardshire with that in lesotho .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O O
christopher thomas was invited to speak at morgan , johnson and johnston in jeffport , but he declined due	B-PER I-PER O O O O O B-ORG I-ORG O B-LOC O O O O O O O O O
in garciaborough , chad hunt and his dog visited a museum about evolution .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
angela lawson was invited to speak at moore - cowan in scottfurt , but he declined due to health issues .	B-PER I-PER O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC I-LOC O O O O O O O O
the documentary compared the lion population in cuevaston with that in cote	O O O B-ANIMAL O O B-LOC O O O O O B-LOC O
in sandersberg , eric bradford and his dog visited a museum about philosophy .	O B-LOC I-LOC I-LOC O B-PER I-PER O O O O O O B-CONCEPT I-CONCEPT
the documentary compared the elephant population in brettbury with that in guinea .	O O O B-ANIMAL O O B-LOC O O O O B-LOC O O
ashley wilkerson was invited to speak at cooper , mosley and clark in thomasstad , but he declined due	B-PER I-PER I-PER I-PER O O O O O B-ORG I-ORG O O B-LOC O O O O O O O O O
mays - solomon relocated their headquarters from north christine to american samoa	B-ORG I-ORG I-ORG I-ORG O O O O B-LOC O B-LOC O O
